FPR,TPR,Model,Phase,AUC
0.15687540348612009,0.41434262948207173,Baseline (Median),Phase 2,0.7301652010421837
0.15816655907036797,0.41434262948207173,Baseline (Median),Phase 2,0.7301652010421837
0.15816655907036797,0.41832669322709165,Baseline (Median),Phase 2,0.7301652010421837
0.15881213686249193,0.41832669322709165,Baseline (Median),Phase 2,0.7301652010421837
0.15881213686249193,0.42231075697211157,Baseline (Median),Phase 2,0.7301652010421837
0.16010329244673982,0.42231075697211157,Baseline (Median),Phase 2,0.7301652010421837
0.16010329244673982,0.4262948207171315,Baseline (Median),Phase 2,0.7301652010421837
0.16139444803098774,0.4262948207171315,Baseline (Median),Phase 2,0.7301652010421837
0.16139444803098774,0.4302788844621514,Baseline (Median),Phase 2,0.7301652010421837
0.16785022595222723,0.4302788844621514,Baseline (Median),Phase 2,0.7301652010421837
0.16785022595222723,0.43824701195219123,Baseline (Median),Phase 2,0.7301652010421837
0.16914138153647515,0.43824701195219123,Baseline (Median),Phase 2,0.7301652010421837
0.16914138153647515,0.44223107569721115,Baseline (Median),Phase 2,0.7301652010421837
0.1697869593285991,0.44223107569721115,Baseline (Median),Phase 2,0.7301652010421837
0.1697869593285991,0.44621513944223107,Baseline (Median),Phase 2,0.7301652010421837
0.17495158166559072,0.44621513944223107,Baseline (Median),Phase 2,0.7301652010421837
0.17495158166559072,0.450199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.17753389283408652,0.450199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.17753389283408652,0.4541832669322709,Baseline (Median),Phase 2,0.7301652010421837
0.1814073595868302,0.4541832669322709,Baseline (Median),Phase 2,0.7301652010421837
0.1814073595868302,0.4581673306772908,Baseline (Median),Phase 2,0.7301652010421837
0.18979987088444158,0.4581673306772908,Baseline (Median),Phase 2,0.7301652010421837
0.18979987088444158,0.46215139442231074,Baseline (Median),Phase 2,0.7301652010421837
0.19302775984506132,0.46215139442231074,Baseline (Median),Phase 2,0.7301652010421837
0.19302775984506132,0.46613545816733065,Baseline (Median),Phase 2,0.7301652010421837
0.19367333763718528,0.46613545816733065,Baseline (Median),Phase 2,0.7301652010421837
0.19367333763718528,0.47410358565737054,Baseline (Median),Phase 2,0.7301652010421837
0.19431891542930924,0.47410358565737054,Baseline (Median),Phase 2,0.7301652010421837
0.19431891542930924,0.47808764940239046,Baseline (Median),Phase 2,0.7301652010421837
0.19625564880568108,0.47808764940239046,Baseline (Median),Phase 2,0.7301652010421837
0.19625564880568108,0.4820717131474104,Baseline (Median),Phase 2,0.7301652010421837
0.20206584893479665,0.4820717131474104,Baseline (Median),Phase 2,0.7301652010421837
0.2027114267269206,0.4860557768924303,Baseline (Median),Phase 2,0.7301652010421837
0.20593931568754034,0.4860557768924303,Baseline (Median),Phase 2,0.7301652010421837
0.20593931568754034,0.4940239043824701,Baseline (Median),Phase 2,0.7301652010421837
0.20852162685603615,0.4940239043824701,Baseline (Median),Phase 2,0.7301652010421837
0.20852162685603615,0.50199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.210458360232408,0.50199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.210458360232408,0.5059760956175299,Baseline (Median),Phase 2,0.7301652010421837
0.21497740477727567,0.5059760956175299,Baseline (Median),Phase 2,0.7301652010421837
0.21497740477727567,0.5099601593625498,Baseline (Median),Phase 2,0.7301652010421837
0.2182052937378954,0.5099601593625498,Baseline (Median),Phase 2,0.7301652010421837
0.2182052937378954,0.5219123505976095,Baseline (Median),Phase 2,0.7301652010421837
0.22207876049063913,0.5219123505976095,Baseline (Median),Phase 2,0.7301652010421837
0.22207876049063913,0.5258964143426295,Baseline (Median),Phase 2,0.7301652010421837
0.22982569399612654,0.5258964143426295,Baseline (Median),Phase 2,0.7301652010421837
0.22982569399612654,0.5298804780876494,Baseline (Median),Phase 2,0.7301652010421837
0.2343447385409942,0.5298804780876494,Baseline (Median),Phase 2,0.7301652010421837
0.2343447385409942,0.5338645418326693,Baseline (Median),Phase 2,0.7301652010421837
0.23499031633311815,0.5338645418326693,Baseline (Median),Phase 2,0.7301652010421837
0.23499031633311815,0.5378486055776892,Baseline (Median),Phase 2,0.7301652010421837
0.23563589412524208,0.5378486055776892,Baseline (Median),Phase 2,0.7301652010421837
0.23563589412524208,0.5418326693227091,Baseline (Median),Phase 2,0.7301652010421837
0.2408005164622337,0.5418326693227091,Baseline (Median),Phase 2,0.7301652010421837
0.2408005164622337,0.545816733067729,Baseline (Median),Phase 2,0.7301652010421837
0.2433828276307295,0.545816733067729,Baseline (Median),Phase 2,0.7301652010421837
0.2433828276307295,0.549800796812749,Baseline (Median),Phase 2,0.7301652010421837
0.2446739832149774,0.549800796812749,Baseline (Median),Phase 2,0.7301652010421837
0.2446739832149774,0.5537848605577689,Baseline (Median),Phase 2,0.7301652010421837
0.24661071659134925,0.5537848605577689,Baseline (Median),Phase 2,0.7301652010421837
0.24661071659134925,0.5577689243027888,Baseline (Median),Phase 2,0.7301652010421837
0.2485474499677211,0.5577689243027888,Baseline (Median),Phase 2,0.7301652010421837
0.2485474499677211,0.5617529880478087,Baseline (Median),Phase 2,0.7301652010421837
0.24983860555196902,0.5617529880478087,Baseline (Median),Phase 2,0.7301652010421837
0.24983860555196902,0.5657370517928287,Baseline (Median),Phase 2,0.7301652010421837
0.25629438347320854,0.5657370517928287,Baseline (Median),Phase 2,0.7301652010421837
0.25629438347320854,0.5697211155378487,Baseline (Median),Phase 2,0.7301652010421837
0.262750161394448,0.5697211155378487,Baseline (Median),Phase 2,0.7301652010421837
0.262750161394448,0.5737051792828686,Baseline (Median),Phase 2,0.7301652010421837
0.27049709489993545,0.5737051792828686,Baseline (Median),Phase 2,0.7301652010421837
0.27049709489993545,0.5776892430278885,Baseline (Median),Phase 2,0.7301652010421837
0.276307295029051,0.5776892430278885,Baseline (Median),Phase 2,0.7301652010421837
0.276307295029051,0.5816733067729084,Baseline (Median),Phase 2,0.7301652010421837
0.27824402840542284,0.5816733067729084,Baseline (Median),Phase 2,0.7301652010421837
0.27824402840542284,0.5856573705179283,Baseline (Median),Phase 2,0.7301652010421837
0.2788896061975468,0.5856573705179283,Baseline (Median),Phase 2,0.7301652010421837
0.2788896061975468,0.5896414342629482,Baseline (Median),Phase 2,0.7301652010421837
0.2801807617817947,0.5896414342629482,Baseline (Median),Phase 2,0.7301652010421837
0.2801807617817947,0.5936254980079682,Baseline (Median),Phase 2,0.7301652010421837
0.28211749515816653,0.5936254980079682,Baseline (Median),Phase 2,0.7301652010421837
0.28211749515816653,0.5976095617529881,Baseline (Median),Phase 2,0.7301652010421837
0.2879276952872821,0.5976095617529881,Baseline (Median),Phase 2,0.7301652010421837
0.2879276952872821,0.601593625498008,Baseline (Median),Phase 2,0.7301652010421837
0.2911555842479019,0.601593625498008,Baseline (Median),Phase 2,0.7301652010421837
0.2911555842479019,0.6055776892430279,Baseline (Median),Phase 2,0.7301652010421837
0.3053582956746288,0.6055776892430279,Baseline (Median),Phase 2,0.7301652010421837
0.3053582956746288,0.6135458167330677,Baseline (Median),Phase 2,0.7301652010421837
0.3066494512588767,0.6135458167330677,Baseline (Median),Phase 2,0.7301652010421837
0.3066494512588767,0.6175298804780877,Baseline (Median),Phase 2,0.7301652010421837
0.30729502905100065,0.6175298804780877,Baseline (Median),Phase 2,0.7301652010421837
0.30729502905100065,0.6215139442231076,Baseline (Median),Phase 2,0.7301652010421837
0.30858618463524856,0.6215139442231076,Baseline (Median),Phase 2,0.7301652010421837
0.30858618463524856,0.6254980079681275,Baseline (Median),Phase 2,0.7301652010421837
0.3105229180116204,0.6254980079681275,Baseline (Median),Phase 2,0.7301652010421837
0.3105229180116204,0.6294820717131474,Baseline (Median),Phase 2,0.7301652010421837
0.31116849580374434,0.6294820717131474,Baseline (Median),Phase 2,0.7301652010421837
0.31116849580374434,0.6454183266932271,Baseline (Median),Phase 2,0.7301652010421837
0.32020658489347964,0.6454183266932271,Baseline (Median),Phase 2,0.7301652010421837
0.32020658489347964,0.649402390438247,Baseline (Median),Phase 2,0.7301652010421837
0.32149774047772756,0.649402390438247,Baseline (Median),Phase 2,0.7301652010421837
0.32149774047772756,0.6533864541832669,Baseline (Median),Phase 2,0.7301652010421837
0.32214331826985154,0.6533864541832669,Baseline (Median),Phase 2,0.7301652010421837
0.32214331826985154,0.6573705179282868,Baseline (Median),Phase 2,0.7301652010421837
0.32601678502259523,0.6573705179282868,Baseline (Median),Phase 2,0.7301652010421837
0.32601678502259523,0.6653386454183267,Baseline (Median),Phase 2,0.7301652010421837
0.3337637185280826,0.6653386454183267,Baseline (Median),Phase 2,0.7301652010421837
0.3337637185280826,0.6693227091633466,Baseline (Median),Phase 2,0.7301652010421837
0.3395739186571982,0.6693227091633466,Baseline (Median),Phase 2,0.7301652010421837
0.3395739186571982,0.6733067729083665,Baseline (Median),Phase 2,0.7301652010421837
0.342156229825694,0.6733067729083665,Baseline (Median),Phase 2,0.7301652010421837
0.342156229825694,0.6772908366533864,Baseline (Median),Phase 2,0.7301652010421837
0.34409296320206584,0.6772908366533864,Baseline (Median),Phase 2,0.7301652010421837
0.34409296320206584,0.6812749003984063,Baseline (Median),Phase 2,0.7301652010421837
0.35054874112330536,0.6812749003984063,Baseline (Median),Phase 2,0.7301652010421837
0.35054874112330536,0.6852589641434262,Baseline (Median),Phase 2,0.7301652010421837
0.35571336346029697,0.6852589641434262,Baseline (Median),Phase 2,0.7301652010421837
0.35571336346029697,0.6932270916334662,Baseline (Median),Phase 2,0.7301652010421837
0.35958683021304066,0.6932270916334662,Baseline (Median),Phase 2,0.7301652010421837
0.35958683021304066,0.701195219123506,Baseline (Median),Phase 2,0.7301652010421837
0.3615235635894125,0.701195219123506,Baseline (Median),Phase 2,0.7301652010421837
0.3615235635894125,0.7051792828685259,Baseline (Median),Phase 2,0.7301652010421837
0.3628147191736604,0.7051792828685259,Baseline (Median),Phase 2,0.7301652010421837
0.3628147191736604,0.7091633466135459,Baseline (Median),Phase 2,0.7301652010421837
0.3699160748870239,0.7091633466135459,Baseline (Median),Phase 2,0.7301652010421837
0.3699160748870239,0.7131474103585658,Baseline (Median),Phase 2,0.7301652010421837
0.37314396384764364,0.7131474103585658,Baseline (Median),Phase 2,0.7301652010421837
0.37314396384764364,0.7171314741035857,Baseline (Median),Phase 2,0.7301652010421837
0.37443511943189156,0.7171314741035857,Baseline (Median),Phase 2,0.7301652010421837
0.37443511943189156,0.7211155378486056,Baseline (Median),Phase 2,0.7301652010421837
0.3750806972240155,0.7211155378486056,Baseline (Median),Phase 2,0.7301652010421837
0.3750806972240155,0.7250996015936255,Baseline (Median),Phase 2,0.7301652010421837
0.3757262750161394,0.7250996015936255,Baseline (Median),Phase 2,0.7301652010421837
0.3757262750161394,0.7290836653386454,Baseline (Median),Phase 2,0.7301652010421837
0.37701743060038734,0.7290836653386454,Baseline (Median),Phase 2,0.7301652010421837
0.37701743060038734,0.7370517928286853,Baseline (Median),Phase 2,0.7301652010421837
0.3802453195610071,0.7370517928286853,Baseline (Median),Phase 2,0.7301652010421837
0.3802453195610071,0.7410358565737052,Baseline (Median),Phase 2,0.7301652010421837
0.38282763072950293,0.7410358565737052,Baseline (Median),Phase 2,0.7301652010421837
0.38282763072950293,0.7450199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.3931568754034861,0.7450199203187251,Baseline (Median),Phase 2,0.7301652010421837
0.3931568754034861,0.749003984063745,Baseline (Median),Phase 2,0.7301652010421837
0.3989670755326017,0.749003984063745,Baseline (Median),Phase 2,0.7301652010421837
0.3989670755326017,0.7529880478087649,Baseline (Median),Phase 2,0.7301652010421837
0.3996126533247256,0.7529880478087649,Baseline (Median),Phase 2,0.7301652010421837
0.3996126533247256,0.7569721115537849,Baseline (Median),Phase 2,0.7301652010421837
0.4054228534538412,0.7569721115537849,Baseline (Median),Phase 2,0.7301652010421837
0.4054228534538412,0.7609561752988048,Baseline (Median),Phase 2,0.7301652010421837
0.41123305358295675,0.7609561752988048,Baseline (Median),Phase 2,0.7301652010421837
0.41123305358295675,0.7649402390438247,Baseline (Median),Phase 2,0.7301652010421837
0.4196255648805681,0.7649402390438247,Baseline (Median),Phase 2,0.7301652010421837
0.4196255648805681,0.7689243027888446,Baseline (Median),Phase 2,0.7301652010421837
0.4396384764364106,0.7689243027888446,Baseline (Median),Phase 2,0.7301652010421837
0.4396384764364106,0.7729083665338645,Baseline (Median),Phase 2,0.7301652010421837
0.44351194318915427,0.7729083665338645,Baseline (Median),Phase 2,0.7301652010421837
0.44351194318915427,0.7848605577689243,Baseline (Median),Phase 2,0.7301652010421837
0.4525500322788896,0.7848605577689243,Baseline (Median),Phase 2,0.7301652010421837
0.4525500322788896,0.7928286852589641,Baseline (Median),Phase 2,0.7301652010421837
0.4615881213686249,0.7928286852589641,Baseline (Median),Phase 2,0.7301652010421837
0.4615881213686249,0.796812749003984,Baseline (Median),Phase 2,0.7301652010421837
0.47062621045836023,0.796812749003984,Baseline (Median),Phase 2,0.7301652010421837
0.47062621045836023,0.8007968127490039,Baseline (Median),Phase 2,0.7301652010421837
0.4744996772111039,0.8007968127490039,Baseline (Median),Phase 2,0.7301652010421837
0.4744996772111039,0.8047808764940239,Baseline (Median),Phase 2,0.7301652010421837
0.48482892188508714,0.8047808764940239,Baseline (Median),Phase 2,0.7301652010421837
0.48482892188508714,0.8087649402390438,Baseline (Median),Phase 2,0.7301652010421837
0.486765655261459,0.8087649402390438,Baseline (Median),Phase 2,0.7301652010421837
0.486765655261459,0.8127490039840638,Baseline (Median),Phase 2,0.7301652010421837
0.49580374435119434,0.8127490039840638,Baseline (Median),Phase 2,0.7301652010421837
0.49580374435119434,0.8167330677290837,Baseline (Median),Phase 2,0.7301652010421837
0.5035506778566817,0.8167330677290837,Baseline (Median),Phase 2,0.7301652010421837
0.5035506778566817,0.8207171314741036,Baseline (Median),Phase 2,0.7301652010421837
0.5048418334409296,0.8207171314741036,Baseline (Median),Phase 2,0.7301652010421837
0.5048418334409296,0.8247011952191236,Baseline (Median),Phase 2,0.7301652010421837
0.5061329890251776,0.8247011952191236,Baseline (Median),Phase 2,0.7301652010421837
0.5061329890251776,0.8286852589641435,Baseline (Median),Phase 2,0.7301652010421837
0.5106520335700452,0.8286852589641435,Baseline (Median),Phase 2,0.7301652010421837
0.5106520335700452,0.8326693227091634,Baseline (Median),Phase 2,0.7301652010421837
0.5306649451258877,0.8326693227091634,Baseline (Median),Phase 2,0.7301652010421837
0.5306649451258877,0.8366533864541833,Baseline (Median),Phase 2,0.7301652010421837
0.5313105229180116,0.8366533864541833,Baseline (Median),Phase 2,0.7301652010421837
0.5313105229180116,0.8406374501992032,Baseline (Median),Phase 2,0.7301652010421837
0.5351839896707553,0.8406374501992032,Baseline (Median),Phase 2,0.7301652010421837
0.5351839896707553,0.8446215139442231,Baseline (Median),Phase 2,0.7301652010421837
0.5397030342156229,0.8446215139442231,Baseline (Median),Phase 2,0.7301652010421837
0.5397030342156229,0.848605577689243,Baseline (Median),Phase 2,0.7301652010421837
0.5448676565526146,0.848605577689243,Baseline (Median),Phase 2,0.7301652010421837
0.5448676565526146,0.852589641434263,Baseline (Median),Phase 2,0.7301652010421837
0.5545513234344739,0.852589641434263,Baseline (Median),Phase 2,0.7301652010421837
0.5545513234344739,0.8565737051792829,Baseline (Median),Phase 2,0.7301652010421837
0.5584247901872176,0.8565737051792829,Baseline (Median),Phase 2,0.7301652010421837
0.5584247901872176,0.8605577689243028,Baseline (Median),Phase 2,0.7301652010421837
0.5622982569399613,0.8605577689243028,Baseline (Median),Phase 2,0.7301652010421837
0.5622982569399613,0.8645418326693227,Baseline (Median),Phase 2,0.7301652010421837
0.566171723692705,0.8645418326693227,Baseline (Median),Phase 2,0.7301652010421837
0.566171723692705,0.8685258964143426,Baseline (Median),Phase 2,0.7301652010421837
0.5758553905745643,0.8685258964143426,Baseline (Median),Phase 2,0.7301652010421837
0.577792123950936,0.8685258964143426,Baseline (Median),Phase 2,0.7301652010421837
0.579728857327308,0.8685258964143426,Baseline (Median),Phase 2,0.7301652010421837
0.579728857327308,0.8725099601593626,Baseline (Median),Phase 2,0.7301652010421837
0.5810200129115558,0.8725099601593626,Baseline (Median),Phase 2,0.7301652010421837
0.5823111684958038,0.8725099601593626,Baseline (Median),Phase 2,0.7301652010421837
0.592640413169787,0.8725099601593626,Baseline (Median),Phase 2,0.7301652010421837
0.592640413169787,0.8764940239043825,Baseline (Median),Phase 2,0.7301652010421837
0.5932859909619109,0.8764940239043825,Baseline (Median),Phase 2,0.7301652010421837
0.5932859909619109,0.8804780876494024,Baseline (Median),Phase 2,0.7301652010421837
0.5952227243382827,0.8804780876494024,Baseline (Median),Phase 2,0.7301652010421837
0.5952227243382827,0.8844621513944223,Baseline (Median),Phase 2,0.7301652010421837
0.6010329244673983,0.8844621513944223,Baseline (Median),Phase 2,0.7301652010421837
0.6023240800516462,0.8844621513944223,Baseline (Median),Phase 2,0.7301652010421837
0.6036152356358941,0.8844621513944223,Baseline (Median),Phase 2,0.7301652010421837
0.6036152356358941,0.8884462151394422,Baseline (Median),Phase 2,0.7301652010421837
0.604906391220142,0.8884462151394422,Baseline (Median),Phase 2,0.7301652010421837
0.6145900581020013,0.8884462151394422,Baseline (Median),Phase 2,0.7301652010421837
0.6145900581020013,0.8924302788844621,Baseline (Median),Phase 2,0.7301652010421837
0.631375080697224,0.8924302788844621,Baseline (Median),Phase 2,0.7301652010421837
0.631375080697224,0.896414342629482,Baseline (Median),Phase 2,0.7301652010421837
0.6333118140735958,0.896414342629482,Baseline (Median),Phase 2,0.7301652010421837
0.6333118140735958,0.900398406374502,Baseline (Median),Phase 2,0.7301652010421837
0.6384764364105875,0.900398406374502,Baseline (Median),Phase 2,0.7301652010421837
0.6384764364105875,0.9043824701195219,Baseline (Median),Phase 2,0.7301652010421837
0.6417043253712073,0.9043824701195219,Baseline (Median),Phase 2,0.7301652010421837
0.6417043253712073,0.9083665338645418,Baseline (Median),Phase 2,0.7301652010421837
0.6429954809554551,0.9083665338645418,Baseline (Median),Phase 2,0.7301652010421837
0.6429954809554551,0.9123505976095617,Baseline (Median),Phase 2,0.7301652010421837
0.6539703034215623,0.9123505976095617,Baseline (Median),Phase 2,0.7301652010421837
0.6539703034215623,0.9163346613545816,Baseline (Median),Phase 2,0.7301652010421837
0.6552614590058102,0.9163346613545816,Baseline (Median),Phase 2,0.7301652010421837
0.6552614590058102,0.9203187250996016,Baseline (Median),Phase 2,0.7301652010421837
0.6565526145900581,0.9203187250996016,Baseline (Median),Phase 2,0.7301652010421837
0.6565526145900581,0.9282868525896414,Baseline (Median),Phase 2,0.7301652010421837
0.65848934796643,0.9282868525896414,Baseline (Median),Phase 2,0.7301652010421837
0.65848934796643,0.9322709163346613,Baseline (Median),Phase 2,0.7301652010421837
0.672046481601033,0.9322709163346613,Baseline (Median),Phase 2,0.7301652010421837
0.672046481601033,0.9362549800796812,Baseline (Median),Phase 2,0.7301652010421837
0.6739832149774048,0.9362549800796812,Baseline (Median),Phase 2,0.7301652010421837
0.6739832149774048,0.9402390438247012,Baseline (Median),Phase 2,0.7301652010421837
0.6894770819883796,0.9402390438247012,Baseline (Median),Phase 2,0.7301652010421837
0.6894770819883796,0.9442231075697212,Baseline (Median),Phase 2,0.7301652010421837
0.7114267269205939,0.9442231075697212,Baseline (Median),Phase 2,0.7301652010421837
0.7114267269205939,0.9482071713147411,Baseline (Median),Phase 2,0.7301652010421837
0.723047127178825,0.9482071713147411,Baseline (Median),Phase 2,0.7301652010421837
0.723047127178825,0.952191235059761,Baseline (Median),Phase 2,0.7301652010421837
0.7282117495158167,0.952191235059761,Baseline (Median),Phase 2,0.7301652010421837
0.7282117495158167,0.9561752988047809,Baseline (Median),Phase 2,0.7301652010421837
0.7411233053582956,0.9561752988047809,Baseline (Median),Phase 2,0.7301652010421837
0.7411233053582956,0.9601593625498008,Baseline (Median),Phase 2,0.7301652010421837
0.7708198837959974,0.9601593625498008,Baseline (Median),Phase 2,0.7301652010421837
0.7708198837959974,0.9641434262948207,Baseline (Median),Phase 2,0.7301652010421837
0.7727566171723693,0.9641434262948207,Baseline (Median),Phase 2,0.7301652010421837
0.7727566171723693,0.9681274900398407,Baseline (Median),Phase 2,0.7301652010421837
0.7953518398967075,0.9681274900398407,Baseline (Median),Phase 2,0.7301652010421837
0.7953518398967075,0.9760956175298805,Baseline (Median),Phase 2,0.7301652010421837
0.7998708844415752,0.9760956175298805,Baseline (Median),Phase 2,0.7301652010421837
0.7998708844415752,0.9800796812749004,Baseline (Median),Phase 2,0.7301652010421837
0.829567462879277,0.9800796812749004,Baseline (Median),Phase 2,0.7301652010421837
0.829567462879277,0.9840637450199203,Baseline (Median),Phase 2,0.7301652010421837
0.8534538411878632,0.9840637450199203,Baseline (Median),Phase 2,0.7301652010421837
0.8534538411878632,0.9880478087649402,Baseline (Median),Phase 2,0.7301652010421837
0.9561007101355713,0.9880478087649402,Baseline (Median),Phase 2,0.7301652010421837
0.9561007101355713,0.9920318725099602,Baseline (Median),Phase 2,0.7301652010421837
0.9664299548095545,0.9920318725099602,Baseline (Median),Phase 2,0.7301652010421837
0.9664299548095545,0.9960159362549801,Baseline (Median),Phase 2,0.7301652010421837
0.9715945771465462,0.9960159362549801,Baseline (Median),Phase 2,0.7301652010421837
0.9715945771465462,1.0,Baseline (Median),Phase 2,0.7301652010421837
1.0,1.0,Baseline (Median),Phase 2,0.7301652010421837
0.0,0.0,BayesianRidge,Phase 2,0.7031023742345016
0.0006455777921239509,0.0,BayesianRidge,Phase 2,0.7031023742345016
0.0012911555842479018,0.0,BayesianRidge,Phase 2,0.7031023742345016
0.0012911555842479018,0.00398406374501992,BayesianRidge,Phase 2,0.7031023742345016
0.001936733376371853,0.00398406374501992,BayesianRidge,Phase 2,0.7031023742345016
0.001936733376371853,0.00796812749003984,BayesianRidge,Phase 2,0.7031023742345016
0.004519044544867657,0.00796812749003984,BayesianRidge,Phase 2,0.7031023742345016
0.004519044544867657,0.0199203187250996,BayesianRidge,Phase 2,0.7031023742345016
0.009038089089735314,0.0199203187250996,BayesianRidge,Phase 2,0.7031023742345016
0.009038089089735314,0.02390438247011952,BayesianRidge,Phase 2,0.7031023742345016
0.009683666881859263,0.02390438247011952,BayesianRidge,Phase 2,0.7031023742345016
0.009683666881859263,0.027888446215139442,BayesianRidge,Phase 2,0.7031023742345016
0.010329244673983214,0.027888446215139442,BayesianRidge,Phase 2,0.7031023742345016
0.010329244673983214,0.0398406374501992,BayesianRidge,Phase 2,0.7031023742345016
0.012911555842479019,0.0398406374501992,BayesianRidge,Phase 2,0.7031023742345016
0.012911555842479019,0.043824701195219126,BayesianRidge,Phase 2,0.7031023742345016
0.014848289218850872,0.043824701195219126,BayesianRidge,Phase 2,0.7031023742345016
0.014848289218850872,0.04780876494023904,BayesianRidge,Phase 2,0.7031023742345016
0.016139444803098774,0.04780876494023904,BayesianRidge,Phase 2,0.7031023742345016
0.016139444803098774,0.05179282868525897,BayesianRidge,Phase 2,0.7031023742345016
0.017430600387346677,0.05179282868525897,BayesianRidge,Phase 2,0.7031023742345016
0.017430600387346677,0.05976095617529881,BayesianRidge,Phase 2,0.7031023742345016
0.018076178179470628,0.05976095617529881,BayesianRidge,Phase 2,0.7031023742345016
0.018076178179470628,0.06374501992031872,BayesianRidge,Phase 2,0.7031023742345016
0.01872175597159458,0.06374501992031872,BayesianRidge,Phase 2,0.7031023742345016
0.01872175597159458,0.06772908366533864,BayesianRidge,Phase 2,0.7031023742345016
0.020012911555842477,0.06772908366533864,BayesianRidge,Phase 2,0.7031023742345016
0.020012911555842477,0.07171314741035857,BayesianRidge,Phase 2,0.7031023742345016
0.02194964493221433,0.07171314741035857,BayesianRidge,Phase 2,0.7031023742345016
0.02194964493221433,0.07569721115537849,BayesianRidge,Phase 2,0.7031023742345016
0.02646868947708199,0.07569721115537849,BayesianRidge,Phase 2,0.7031023742345016
0.02646868947708199,0.08764940239043825,BayesianRidge,Phase 2,0.7031023742345016
0.02711426726920594,0.08764940239043825,BayesianRidge,Phase 2,0.7031023742345016
0.02711426726920594,0.09163346613545817,BayesianRidge,Phase 2,0.7031023742345016
0.0329244673983215,0.09163346613545817,BayesianRidge,Phase 2,0.7031023742345016
0.0329244673983215,0.09561752988047809,BayesianRidge,Phase 2,0.7031023742345016
0.03357004519044545,0.099601593625498,BayesianRidge,Phase 2,0.7031023742345016
0.036797934151065206,0.099601593625498,BayesianRidge,Phase 2,0.7031023742345016
0.036797934151065206,0.10358565737051793,BayesianRidge,Phase 2,0.7031023742345016
0.03744351194318916,0.10358565737051793,BayesianRidge,Phase 2,0.7031023742345016
0.03744351194318916,0.11155378486055777,BayesianRidge,Phase 2,0.7031023742345016
0.03808908973531311,0.11155378486055777,BayesianRidge,Phase 2,0.7031023742345016
0.03808908973531311,0.11952191235059761,BayesianRidge,Phase 2,0.7031023742345016
0.040025823111684955,0.11952191235059761,BayesianRidge,Phase 2,0.7031023742345016
0.040025823111684955,0.12749003984063745,BayesianRidge,Phase 2,0.7031023742345016
0.04389928986442866,0.12749003984063745,BayesianRidge,Phase 2,0.7031023742345016
0.04389928986442866,0.13147410358565736,BayesianRidge,Phase 2,0.7031023742345016
0.04454486765655261,0.13147410358565736,BayesianRidge,Phase 2,0.7031023742345016
0.04454486765655261,0.14342629482071714,BayesianRidge,Phase 2,0.7031023742345016
0.045190445448676564,0.14342629482071714,BayesianRidge,Phase 2,0.7031023742345016
0.045190445448676564,0.14741035856573706,BayesianRidge,Phase 2,0.7031023742345016
0.045836023240800515,0.14741035856573706,BayesianRidge,Phase 2,0.7031023742345016
0.045836023240800515,0.15139442231075698,BayesianRidge,Phase 2,0.7031023742345016
0.046481601032924466,0.15139442231075698,BayesianRidge,Phase 2,0.7031023742345016
0.046481601032924466,0.1553784860557769,BayesianRidge,Phase 2,0.7031023742345016
0.04712717882504842,0.1553784860557769,BayesianRidge,Phase 2,0.7031023742345016
0.04712717882504842,0.16733067729083664,BayesianRidge,Phase 2,0.7031023742345016
0.04841833440929632,0.16733067729083664,BayesianRidge,Phase 2,0.7031023742345016
0.04841833440929632,0.17928286852589642,BayesianRidge,Phase 2,0.7031023742345016
0.052291801162040026,0.17928286852589642,BayesianRidge,Phase 2,0.7031023742345016
0.052291801162040026,0.18326693227091634,BayesianRidge,Phase 2,0.7031023742345016
0.05422853453841188,0.18326693227091634,BayesianRidge,Phase 2,0.7031023742345016
0.05422853453841188,0.18725099601593626,BayesianRidge,Phase 2,0.7031023742345016
0.056810845706907684,0.18725099601593626,BayesianRidge,Phase 2,0.7031023742345016
0.056810845706907684,0.19123505976095617,BayesianRidge,Phase 2,0.7031023742345016
0.057456423499031635,0.19123505976095617,BayesianRidge,Phase 2,0.7031023742345016
0.057456423499031635,0.1952191235059761,BayesianRidge,Phase 2,0.7031023742345016
0.06003873466752744,0.1952191235059761,BayesianRidge,Phase 2,0.7031023742345016
0.06003873466752744,0.199203187250996,BayesianRidge,Phase 2,0.7031023742345016
0.0697224015493867,0.199203187250996,BayesianRidge,Phase 2,0.7031023742345016
0.0697224015493867,0.20318725099601595,BayesianRidge,Phase 2,0.7031023742345016
0.07101355713363461,0.20318725099601595,BayesianRidge,Phase 2,0.7031023742345016
0.07101355713363461,0.20717131474103587,BayesianRidge,Phase 2,0.7031023742345016
0.07230471271788251,0.20717131474103587,BayesianRidge,Phase 2,0.7031023742345016
0.07230471271788251,0.21115537848605578,BayesianRidge,Phase 2,0.7031023742345016
0.07359586830213041,0.21115537848605578,BayesianRidge,Phase 2,0.7031023742345016
0.07359586830213041,0.2151394422310757,BayesianRidge,Phase 2,0.7031023742345016
0.0774693350548741,0.2151394422310757,BayesianRidge,Phase 2,0.7031023742345016
