FPR,TPR,Model,Phase,AUC
0.29373789541639767,0.5418326693227091,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.29373789541639767,0.545816733067729,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.29438347320852165,0.545816733067729,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.29438347320852165,0.549800796812749,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.31697869593285993,0.549800796812749,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.31697869593285993,0.5537848605577689,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3247256294383473,0.5537848605577689,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3247256294383473,0.5577689243027888,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3298902517753389,0.5577689243027888,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3298902517753389,0.5617529880478087,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.33118140735958684,0.5617529880478087,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.33118140735958684,0.5657370517928287,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3369916074887024,0.5657370517928287,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3369916074887024,0.5697211155378487,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3382827630729503,0.5697211155378487,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3382827630729503,0.5737051792828686,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3395739186571982,0.5737051792828686,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3395739186571982,0.5776892430278885,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.342156229825694,0.5776892430278885,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.342156229825694,0.5816733067729084,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.34925758553905745,0.5816733067729084,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.34925758553905745,0.5856573705179283,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.35442220787604906,0.5856573705179283,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.35442220787604906,0.5896414342629482,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.35571336346029697,0.5896414342629482,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.35571336346029697,0.5976095617529881,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3705616526791478,0.5976095617529881,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3705616526791478,0.601593625498008,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3712072304712718,0.601593625498008,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3712072304712718,0.6055776892430279,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3776630083925113,0.6055776892430279,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3776630083925113,0.6095617529880478,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.38089089735313103,0.6095617529880478,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.38089089735313103,0.6135458167330677,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3841187863137508,0.6135458167330677,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3841187863137508,0.6175298804780877,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3867010974822466,0.6175298804780877,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3867010974822466,0.6215139442231076,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3892834086507424,0.6215139442231076,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3892834086507424,0.6254980079681275,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.39186571981923823,0.6254980079681275,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.39186571981923823,0.6334661354581673,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3938024531956101,0.6334661354581673,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.3938024531956101,0.6374501992031872,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4041316978695933,0.6374501992031872,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4041316978695933,0.6454183266932271,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.40606843124596514,0.6454183266932271,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.40606843124596514,0.649402390438247,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.420916720464816,0.649402390438247,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.420916720464816,0.6533864541832669,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.42414460942543575,0.6533864541832669,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.42414460942543575,0.6613545816733067,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4318915429309232,0.6613545816733067,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4318915429309232,0.6653386454183267,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.43382827630729504,0.6653386454183267,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.43382827630729504,0.6693227091633466,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.43770174306003873,0.6693227091633466,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.43770174306003873,0.6733067729083665,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.44415752098127825,0.6733067729083665,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.44415752098127825,0.6772908366533864,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.460942543576501,0.6772908366533864,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.460942543576501,0.6812749003984063,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4693350548741123,0.6812749003984063,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4693350548741123,0.6852589641434262,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.486765655261459,0.6852589641434262,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.486765655261459,0.6892430278884463,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4925758553905746,0.6892430278884463,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4925758553905746,0.6932270916334662,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.49386701097482244,0.6932270916334662,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.49386701097482244,0.701195219123506,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4970948999354422,0.701195219123506,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.4970948999354422,0.7091633466135459,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5009683666881859,0.7091633466135459,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5009683666881859,0.7171314741035857,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5022595222724339,0.7171314741035857,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5022595222724339,0.7211155378486056,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5035506778566817,0.7211155378486056,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5035506778566817,0.7250996015936255,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5093608779857973,0.7250996015936255,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5093608779857973,0.7330677290836654,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5171078114912847,0.7330677290836654,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5171078114912847,0.7370517928286853,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5229180116204003,0.7370517928286853,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5229180116204003,0.7410358565737052,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5261459005810201,0.7410358565737052,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5261459005810201,0.7450199203187251,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5293737895416397,0.7450199203187251,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5293737895416397,0.749003984063745,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5300193673337638,0.749003984063745,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5300193673337638,0.7529880478087649,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5332472562943835,0.7529880478087649,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5332472562943835,0.7569721115537849,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5338928340865075,0.7569721115537849,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5338928340865075,0.7649402390438247,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5558424790187217,0.7649402390438247,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5558424790187217,0.7689243027888446,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5564880568108457,0.7689243027888446,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5564880568108457,0.7729083665338645,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5622982569399613,0.7729083665338645,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5622982569399613,0.7808764940239044,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5642349903163331,0.7808764940239044,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5642349903163331,0.7888446215139442,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5732730794060684,0.7888446215139442,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5732730794060684,0.7928286852589641,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5848934796642995,0.7928286852589641,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5848934796642995,0.796812749003984,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5861846352485475,0.796812749003984,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5861846352485475,0.8007968127490039,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5868302130406714,0.8007968127490039,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5868302130406714,0.8047808764940239,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5945771465461588,0.8047808764940239,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.5945771465461588,0.8087649402390438,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6152356358941252,0.8087649402390438,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6152356358941252,0.8127490039840638,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6165267914783732,0.8127490039840638,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6165267914783732,0.8167330677290837,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6300839251129761,0.8167330677290837,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6300839251129761,0.8247011952191236,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6410587475790833,0.8247011952191236,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6410587475790833,0.8286852589641435,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.644932214331827,0.8286852589641435,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.644932214331827,0.8326693227091634,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6604260813428018,0.8326693227091634,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6604260813428018,0.8366533864541833,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6630083925112976,0.8366533864541833,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6630083925112976,0.8406374501992032,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6668818592640413,0.8406374501992032,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6668818592640413,0.8446215139442231,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6772111039380245,0.8446215139442231,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6772111039380245,0.848605577689243,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6797934151065204,0.848605577689243,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6797934151065204,0.852589641434263,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6810845706907682,0.852589641434263,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6810845706907682,0.8565737051792829,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6868947708198838,0.8565737051792829,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6868947708198838,0.8605577689243028,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6939961265332473,0.8605577689243028,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6952872821174951,0.8605577689243028,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6985151710781149,0.8605577689243028,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.6998063266623629,0.8605577689243028,k-Nearest Neighbors,Phase 1,0.6585369303933395
1.0,1.0,k-Nearest Neighbors,Phase 1,0.6585369303933395
0.0,0.0,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0006455777921239509,0.0,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0012911555842479018,0.0,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0025823111684958036,0.0,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.004519044544867657,0.0,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.004519044544867657,0.00398406374501992,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.005164622336991607,0.00398406374501992,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.005164622336991607,0.00796812749003984,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.006455777921239509,0.00796812749003984,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.009038089089735314,0.0199203187250996,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.009683666881859263,0.0199203187250996,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.010974822466107165,0.0199203187250996,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.010974822466107165,0.02390438247011952,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.010974822466107165,0.03187250996015936,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012265978050355068,0.03187250996015936,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012265978050355068,0.035856573705179286,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012265978050355068,0.043824701195219126,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012265978050355068,0.04780876494023904,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012911555842479019,0.04780876494023904,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.012911555842479019,0.055776892430278883,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.01355713363460297,0.055776892430278883,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.01355713363460297,0.06374501992031872,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.019367333763718526,0.07171314741035857,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02065848934796643,0.07171314741035857,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02065848934796643,0.07569721115537849,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02065848934796643,0.08366533864541832,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02065848934796643,0.08764940239043825,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02194964493221433,0.08764940239043825,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.023886378308586184,0.09561752988047809,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02646868947708199,0.11155378486055777,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02646868947708199,0.12350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02711426726920594,0.12350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02711426726920594,0.12749003984063745,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02775984506132989,0.12749003984063745,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.02775984506132989,0.13147410358565736,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0316333118140736,0.14342629482071714,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.03227888960619755,0.14741035856573706,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0329244673983215,0.14741035856573706,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0342156229825694,0.15139442231075698,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.035506778566817304,0.15139442231075698,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.035506778566817304,0.1553784860557769,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.036152356358941255,0.1553784860557769,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.036797934151065206,0.1593625498007968,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.03744351194318916,0.1593625498007968,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.03744351194318916,0.16334661354581673,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.040025823111684955,0.16334661354581673,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.040025823111684955,0.16733067729083664,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.040671400903808906,0.16733067729083664,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.040671400903808906,0.1752988047808765,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04454486765655261,0.1752988047808765,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04454486765655261,0.18326693227091634,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.045190445448676564,0.18326693227091634,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.045190445448676564,0.18725099601593626,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04712717882504842,0.18725099601593626,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04712717882504842,0.19123505976095617,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04777275661717237,0.19123505976095617,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04777275661717237,0.1952191235059761,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04841833440929632,0.1952191235059761,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.04841833440929632,0.199203187250996,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.052291801162040026,0.199203187250996,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.052291801162040026,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.05487411233053583,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.05616526791478373,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.057456423499031635,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06003873466752744,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06262104583602324,0.20318725099601595,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06262104583602324,0.20717131474103587,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0632666236281472,0.20717131474103587,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0632666236281472,0.21115537848605578,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0645577792123951,0.21115537848605578,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0645577792123951,0.2151394422310757,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06520335700451904,0.2151394422310757,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06520335700451904,0.22310756972111553,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0671400903808909,0.22310756972111553,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0671400903808909,0.22709163346613545,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06778566817301485,0.22709163346613545,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06778566817301485,0.2350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.06907682375726275,0.2350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0697224015493867,0.2350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0697224015493867,0.23904382470119523,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07036797934151065,0.23904382470119523,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07036797934151065,0.24302788844621515,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07359586830213041,0.24302788844621515,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07359586830213041,0.24701195219123506,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07424144609425436,0.24701195219123506,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07424144609425436,0.250996015936255,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.07876049063912201,0.250996015936255,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08069722401549387,0.2549800796812749,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08134280180761781,0.2589641434262948,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08327953518398967,0.2589641434262948,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08715300193673338,0.26294820717131473,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08715300193673338,0.27091633466135456,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08844415752098128,0.2749003984063745,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08844415752098128,0.2788844621513944,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.08908973531310523,0.28286852589641437,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.09296320206584893,0.28286852589641437,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.09296320206584893,0.2868525896414343,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.09425435765009683,0.2868525896414343,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.09425435765009683,0.2908366533864542,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.09554551323434474,0.2908366533864542,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0974822466107166,0.2908366533864542,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.0974822466107166,0.2948207171314741,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.10071013557133635,0.2948207171314741,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1013557133634603,0.29880478087649404,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1039380245319561,0.29880478087649404,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1039380245319561,0.30278884462151395,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.10458360232408005,0.30278884462151395,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.10458360232408005,0.30677290836653387,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.10716591349257586,0.30677290836653387,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.10716591349257586,0.3107569721115538,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11168495803744351,0.3107569721115538,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11362169141381537,0.3107569721115538,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11555842479018721,0.3107569721115538,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11555842479018721,0.3147410358565737,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11684958037443512,0.3147410358565737,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11684958037443512,0.3187250996015936,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11749515816655907,0.3187250996015936,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.11749515816655907,0.32270916334661354,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.12265978050355068,0.32270916334661354,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.12265978050355068,0.32669322709163345,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.12395093608779859,0.32669322709163345,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1265332472562944,0.32669322709163345,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1265332472562944,0.33067729083665337,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.12846998063266624,0.33067729083665337,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.12846998063266624,0.3346613545816733,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13040671400903808,0.3346613545816733,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13040671400903808,0.3386454183266932,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13105229180116204,0.3386454183266932,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13105229180116204,0.3426294820717131,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.131697869593286,0.3426294820717131,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.131697869593286,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13363460296965785,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.13492575855390573,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1355713363460297,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1368624919302776,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1394448030987734,0.3466135458167331,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1394448030987734,0.350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1407359586830213,0.350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.14460942543576502,0.350597609561753,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.14460942543576502,0.35856573705179284,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15106520335700452,0.35856573705179284,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15106520335700452,0.3705179282868526,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15429309231762428,0.3705179282868526,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15558424790187217,0.3705179282868526,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15687540348612009,0.3705179282868526,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.15687540348612009,0.3784860557768924,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16010329244673982,0.3784860557768924,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16010329244673982,0.38645418326693226,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16074887023886378,0.38645418326693226,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16074887023886378,0.3904382470119522,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16333118140735958,0.3904382470119522,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16333118140735958,0.3944223107569721,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16397675919948354,0.3944223107569721,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.16526791478373143,0.3944223107569721,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1659134925758554,0.3944223107569721,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1659134925758554,0.398406374501992,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1672046481601033,0.398406374501992,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1672046481601033,0.40239043824701193,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.171078114912847,0.40239043824701193,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.171078114912847,0.4063745019920319,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.17172369270497095,0.4063745019920319,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.17172369270497095,0.4103585657370518,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.17430600387346676,0.4103585657370518,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1762427372498386,0.4103585657370518,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1788250484183344,0.4103585657370518,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1788250484183344,0.41434262948207173,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1801162040025823,0.41434262948207173,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.1801162040025823,0.41832669322709165,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.18205293737895417,0.41832669322709165,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.18205293737895417,0.42231075697211157,Hist Gradient Boosting,Phase 1,0.7180895526994668
0.18334409296320206,0.42231075697211157,Hist Gradient Boosting,Phase 1,0.7180895526994668
